,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
1802813,0.976,,,,,1.5,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802814,0.975,,,,,1.501,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802815,0.972,,,,,1.747,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802816,0.972,,,,,1.754,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802817,0.968,,,,,1.999,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802818,0.967,,,,,2.0,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802819,0.964,,,,,2.247,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802820,0.963,,,,,2.248,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802821,0.961,,,,,2.5,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802822,0.96,,,,,2.503,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802823,0.957,,,,,2.745,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802824,0.955,,,,,2.792,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802825,0.952,,,,,3.0,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802826,0.953,,,,,3.001,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802827,0.951,,,,,3.114,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802828,0.996,,,,,0.199,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802829,0.995,,,,,0.299,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802830,0.992,,,,,0.4,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802831,0.992,,,,,0.4,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802832,0.991,,,,,0.498,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802833,0.989,,,,,0.599,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802834,0.989,,,,,0.6,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802835,0.988,,,,,0.697,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802836,0.986,,,,,0.798,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802837,0.986,,,,,0.8,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802838,0.984,,,,,0.896,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802839,0.983,,,,,0.998,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802840,0.983,,,,,1.002,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802841,0.98,,,,,1.1,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802842,0.981,,,,,1.102,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802843,0.979,,,,,1.198,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802844,0.978,,,,,1.203,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802845,0.976,,,,,1.298,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802846,0.977,,,,,1.304,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802847,0.975,,,,,1.394,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802848,0.973,,,,,1.499,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802849,0.973,,,,,1.5,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802850,0.971,,,,,1.599,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802851,0.969,,,,,1.695,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802852,0.968,,,,,1.793,alanine___water,,,,,101.0,298.15,alanine__water,je700466s,Liquid,2,alanine,water,C3H7NO2,H2O,13,6,13,0,3,1,3,0,C[C@H](N)C(O)=O,O,115967-49-2,InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802853,0.995,,,,,0.25,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802854,0.996,,,,,0.25,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802855,0.992,,,,,0.499,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802856,0.991,,,,,0.5,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802857,0.987,,,,,0.751,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802858,0.988,,,,,0.752,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802859,0.983,,,,,0.999,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802860,0.98,,,,,1.247,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802861,0.98,,,,,1.247,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802862,0.976,,,,,1.499,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802863,0.974,,,,,1.745,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802864,0.974,,,,,1.747,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802865,0.97,,,,,2.002,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802866,0.966,,,,,2.243,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802867,0.966,,,,,2.249,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802868,0.963,,,,,2.5,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802869,0.959,,,,,2.745,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802870,0.96,,,,,2.751,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802871,0.957,,,,,2.997,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802872,0.953,,,,,3.25,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802873,0.953,,,,,3.254,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802874,0.95,,,,,3.495,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802875,0.947,,,,,3.739,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802876,0.947,,,,,3.749,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802877,0.943,,,,,3.995,L-serine___water,,,,,101.0,298.15,L-serine__water,je700466s,Liquid,2,L-serine,water,C3H7NO3,H2O,14,7,14,0,3,1,3,0,N[C@@H](CO)C(O)=O,O,6898-95-9,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006664,,,58.8,1.764,,,,,0.0,,pentan-2-ol___,101.0,273.35,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006665,,,73.9,2.217,,,,,0.0,,pentan-2-ol___,101.0,283.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006666,,,89.2,2.676,,,,,0.0,,pentan-2-ol___,101.0,293.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006667,,,86.1,2.583,,,,,0.0,,pentan-2-ol___,101.0,293.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006668,,,104.0,3.12,,,,,0.0,,pentan-2-ol___,101.0,303.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006669,,,103.0,3.09,,,,,0.0,,pentan-2-ol___,101.0,303.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006670,,,119.0,3.57,,,,,0.0,,pentan-2-ol___,101.0,313.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
2006671,,,129.0,3.87,,,,,0.0,,pentan-2-ol___,101.0,323.15,pentan-2-ol__water,je901063s,Liquid,2,pentan-2-ol,water,C5H12O,H2O,18,6,18,0,3,1,3,0,CCCC(C)O,O,31087-44-2,InChIKey=JYVLIDXNZAXMDK-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
