,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
1528336,,,49.0,,,,,,0.0,1-penten-3-ol___,,101.0,313.15,1-penten-3-ol__water,je2013878,Liquid,2,1-penten-3-ol,water,C5H10O,H2O,16,6,16,0,3,1,3,0,CCC(O)C=C,O,616-25-1,InChIKey=VHVMXWZXFBOANQ-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1528337,,,179.0,,,,,,0.0,"butanal, 3-methyl-___",,101.0,313.15,"butanal, 3-methyl-__water",je2013878,Liquid,2,"butanal, 3-methyl-",water,C5H10O,H2O,16,6,16,0,3,1,3,0,CC(C)CC=O,O,590-86-3,InChIKey=YGHRJJRRZDOVPD-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1528338,,,601.0,,,,,,0.0,hexaldehyde___,,101.0,313.15,hexaldehyde__water,je2013878,Liquid,2,hexaldehyde,water,C6H12O,H2O,19,7,19,0,3,1,3,0,CCCCCC=O,O,66-25-1,InChIKey=JARKCYVAAOWBJS-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1528339,,,570.0,,,,,,0.0,phenylmethanal___,,101.0,313.15,phenylmethanal__water,je2013878,Liquid,2,phenylmethanal,water,C7H6O,H2O,14,8,14,0,3,1,3,0,O=Cc1ccccc1,O,100-52-7,InChIKey=HUMNYLRZRPPJDN-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1528340,,,160.0,,,,,,0.0,"2,3-pentanedione___",,101.0,313.15,"2,3-pentanedione__water",je2013878,Liquid,2,"2,3-pentanedione",water,C5H8O2,H2O,15,7,15,0,3,1,3,0,CCC(=O)C(C)=O,O,600-14-6,InChIKey=TZMFJUDUGYTVRY-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1528341,,,71.0,,,,,,0.0,ethyl ethanoate___,,101.0,313.15,ethyl ethanoate__water,je2013878,Liquid,2,ethyl ethanoate,water,C4H8O2,H2O,14,6,14,0,3,1,3,0,CCOC(C)=O,O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1759086,,,2.316,0.06948,,,,,0.0,,benzene___,101.0,333.15,benzene__sulfolane,je700139p,Liquid,2,benzene,sulfolane,C6H6,C4H8O2S,12,6,12,0,15,7,15,0,c1ccccc1,O=[S]1(=O)CCCC1,27271-55-2,InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759087,,,2.297,0.06891,,,,,0.0,,benzene___,101.0,343.15,benzene__sulfolane,je700139p,Liquid,2,benzene,sulfolane,C6H6,C4H8O2S,12,6,12,0,15,7,15,0,c1ccccc1,O=[S]1(=O)CCCC1,27271-55-2,InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759088,,,2.281,0.06843,,,,,0.0,,benzene___,101.0,353.15,benzene__sulfolane,je700139p,Liquid,2,benzene,sulfolane,C6H6,C4H8O2S,12,6,12,0,15,7,15,0,c1ccccc1,O=[S]1(=O)CCCC1,27271-55-2,InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759089,,,2.26,0.0678,,,,,0.0,,benzene___,101.0,363.15,benzene__sulfolane,je700139p,Liquid,2,benzene,sulfolane,C6H6,C4H8O2S,12,6,12,0,15,7,15,0,c1ccccc1,O=[S]1(=O)CCCC1,27271-55-2,InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759090,,,2.249,0.06747,,,,,0.0,,benzene___,101.0,373.15,benzene__sulfolane,je700139p,Liquid,2,benzene,sulfolane,C6H6,C4H8O2S,12,6,12,0,15,7,15,0,c1ccccc1,O=[S]1(=O)CCCC1,27271-55-2,InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759091,,,3.457,0.10371,,,,,0.0,,toluene___,101.0,333.15,toluene__sulfolane,je700139p,Liquid,2,toluene,sulfolane,C7H8,C4H8O2S,15,7,15,0,15,7,15,0,Cc1ccccc1,O=[S]1(=O)CCCC1,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759092,,,3.382,0.10146,,,,,0.0,,toluene___,101.0,343.15,toluene__sulfolane,je700139p,Liquid,2,toluene,sulfolane,C7H8,C4H8O2S,15,7,15,0,15,7,15,0,Cc1ccccc1,O=[S]1(=O)CCCC1,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759093,,,3.291,0.09873,,,,,0.0,,toluene___,101.0,353.15,toluene__sulfolane,je700139p,Liquid,2,toluene,sulfolane,C7H8,C4H8O2S,15,7,15,0,15,7,15,0,Cc1ccccc1,O=[S]1(=O)CCCC1,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759094,,,3.228,0.09684,,,,,0.0,,toluene___,101.0,363.15,toluene__sulfolane,je700139p,Liquid,2,toluene,sulfolane,C7H8,C4H8O2S,15,7,15,0,15,7,15,0,Cc1ccccc1,O=[S]1(=O)CCCC1,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759095,,,3.197,0.09591,,,,,0.0,,toluene___,101.0,373.15,toluene__sulfolane,je700139p,Liquid,2,toluene,sulfolane,C7H8,C4H8O2S,15,7,15,0,15,7,15,0,Cc1ccccc1,O=[S]1(=O)CCCC1,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759096,,,4.819,0.14457,,,,,0.0,,ethylbenzene___,101.0,333.15,ethylbenzene__sulfolane,je700139p,Liquid,2,ethylbenzene,sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,CCc1ccccc1,O=[S]1(=O)CCCC1,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759097,,,4.646,0.13938,,,,,0.0,,ethylbenzene___,101.0,343.15,ethylbenzene__sulfolane,je700139p,Liquid,2,ethylbenzene,sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,CCc1ccccc1,O=[S]1(=O)CCCC1,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759098,,,4.483,0.13449,,,,,0.0,,ethylbenzene___,101.0,353.15,ethylbenzene__sulfolane,je700139p,Liquid,2,ethylbenzene,sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,CCc1ccccc1,O=[S]1(=O)CCCC1,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759099,,,4.353,0.13059,,,,,0.0,,ethylbenzene___,101.0,363.15,ethylbenzene__sulfolane,je700139p,Liquid,2,ethylbenzene,sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,CCc1ccccc1,O=[S]1(=O)CCCC1,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759100,,,4.26,0.1278,,,,,0.0,,ethylbenzene___,101.0,373.15,ethylbenzene__sulfolane,je700139p,Liquid,2,ethylbenzene,sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,CCc1ccccc1,O=[S]1(=O)CCCC1,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759101,,,4.568,0.13704,,,,,0.0,,"1,2-dimethylbenzene___",101.0,333.15,"1,2-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,2-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccccc1C,O=[S]1(=O)CCCC1,95-47-6,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759102,,,4.388,0.13164,,,,,0.0,,"1,2-dimethylbenzene___",101.0,343.15,"1,2-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,2-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccccc1C,O=[S]1(=O)CCCC1,95-47-6,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759103,,,4.281,0.12843,,,,,0.0,,"1,2-dimethylbenzene___",101.0,353.15,"1,2-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,2-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccccc1C,O=[S]1(=O)CCCC1,95-47-6,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759104,,,4.174,0.12522,,,,,0.0,,"1,2-dimethylbenzene___",101.0,363.15,"1,2-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,2-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccccc1C,O=[S]1(=O)CCCC1,95-47-6,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759105,,,4.035,0.12105,,,,,0.0,,"1,2-dimethylbenzene___",101.0,373.15,"1,2-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,2-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccccc1C,O=[S]1(=O)CCCC1,95-47-6,InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759106,,,5.354,0.16062,,,,,0.0,,"1,3-dimethylbenzene___",101.0,333.15,"1,3-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,3-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1cccc(C)c1,O=[S]1(=O)CCCC1,108-38-3,InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759107,,,5.13,0.1539,,,,,0.0,,"1,3-dimethylbenzene___",101.0,343.15,"1,3-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,3-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1cccc(C)c1,O=[S]1(=O)CCCC1,108-38-3,InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759108,,,4.978,0.14934,,,,,0.0,,"1,3-dimethylbenzene___",101.0,353.15,"1,3-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,3-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1cccc(C)c1,O=[S]1(=O)CCCC1,108-38-3,InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759109,,,4.769,0.14307,,,,,0.0,,"1,3-dimethylbenzene___",101.0,363.15,"1,3-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,3-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1cccc(C)c1,O=[S]1(=O)CCCC1,108-38-3,InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759110,,,4.65,0.1395,,,,,0.0,,"1,3-dimethylbenzene___",101.0,373.15,"1,3-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,3-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1cccc(C)c1,O=[S]1(=O)CCCC1,108-38-3,InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759111,,,5.508,0.16524,,,,,0.0,,"1,4-dimethylbenzene___",101.0,333.15,"1,4-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,4-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccc(C)cc1,O=[S]1(=O)CCCC1,106-42-3,InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759112,,,5.249,0.15747,,,,,0.0,,"1,4-dimethylbenzene___",101.0,343.15,"1,4-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,4-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccc(C)cc1,O=[S]1(=O)CCCC1,106-42-3,InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759113,,,5.105,0.15315,,,,,0.0,,"1,4-dimethylbenzene___",101.0,353.15,"1,4-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,4-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccc(C)cc1,O=[S]1(=O)CCCC1,106-42-3,InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759114,,,4.877,0.14631,,,,,0.0,,"1,4-dimethylbenzene___",101.0,363.15,"1,4-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,4-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccc(C)cc1,O=[S]1(=O)CCCC1,106-42-3,InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759115,,,4.761,0.14283,,,,,0.0,,"1,4-dimethylbenzene___",101.0,373.15,"1,4-dimethylbenzene__sulfolane",je700139p,Liquid,2,"1,4-dimethylbenzene",sulfolane,C8H10,C4H8O2S,18,8,18,0,15,7,15,0,Cc1ccc(C)cc1,O=[S]1(=O)CCCC1,106-42-3,InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759116,,,60.256,1.80768,,,,,0.0,,heptane___,101.0,333.15,sulfolane__heptane,je700139p,Liquid,2,sulfolane,heptane,C4H8O2S,C7H16,15,7,15,0,23,7,23,0,O=[S]1(=O)CCCC1,CCCCCCC,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
1759117,,,53.102,1.59306,,,,,0.0,,heptane___,101.0,343.15,sulfolane__heptane,je700139p,Liquid,2,sulfolane,heptane,C4H8O2S,C7H16,15,7,15,0,23,7,23,0,O=[S]1(=O)CCCC1,CCCCCCC,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
1759118,,,47.647,1.42941,,,,,0.0,,heptane___,101.0,353.15,sulfolane__heptane,je700139p,Liquid,2,sulfolane,heptane,C4H8O2S,C7H16,15,7,15,0,23,7,23,0,O=[S]1(=O)CCCC1,CCCCCCC,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
1759119,,,41.204,1.23612,,,,,0.0,,heptane___,101.0,363.15,sulfolane__heptane,je700139p,Liquid,2,sulfolane,heptane,C4H8O2S,C7H16,15,7,15,0,23,7,23,0,O=[S]1(=O)CCCC1,CCCCCCC,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
1759120,,,38.543,1.15629,,,,,0.0,,heptane___,101.0,373.15,sulfolane__heptane,je700139p,Liquid,2,sulfolane,heptane,C4H8O2S,C7H16,15,7,15,0,23,7,23,0,O=[S]1(=O)CCCC1,CCCCCCC,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
1759121,,,80.699,2.42097,,,,,0.0,,octane___,101.0,333.15,octane__sulfolane,je700139p,Liquid,2,octane,sulfolane,C8H18,C4H8O2S,26,8,26,0,15,7,15,0,CCCCCCCC,O=[S]1(=O)CCCC1,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759122,,,70.45,2.1135,,,,,0.0,,octane___,101.0,343.15,octane__sulfolane,je700139p,Liquid,2,octane,sulfolane,C8H18,C4H8O2S,26,8,26,0,15,7,15,0,CCCCCCCC,O=[S]1(=O)CCCC1,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759123,,,61.712,1.85136,,,,,0.0,,octane___,101.0,353.15,octane__sulfolane,je700139p,Liquid,2,octane,sulfolane,C8H18,C4H8O2S,26,8,26,0,15,7,15,0,CCCCCCCC,O=[S]1(=O)CCCC1,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759124,,,54.252,1.62756,,,,,0.0,,octane___,101.0,363.15,octane__sulfolane,je700139p,Liquid,2,octane,sulfolane,C8H18,C4H8O2S,26,8,26,0,15,7,15,0,CCCCCCCC,O=[S]1(=O)CCCC1,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759125,,,48.632,1.45896,,,,,0.0,,octane___,101.0,373.15,octane__sulfolane,je700139p,Liquid,2,octane,sulfolane,C8H18,C4H8O2S,26,8,26,0,15,7,15,0,CCCCCCCC,O=[S]1(=O)CCCC1,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759126,,,333.15,9.9945,,,,,0.0,,nonane___,101.0,333.15,nonane__sulfolane,je700139p,Liquid,2,nonane,sulfolane,C9H20,C4H8O2S,29,9,29,0,15,7,15,0,CCCCCCCCC,O=[S]1(=O)CCCC1,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759127,,,343.15,10.2945,,,,,0.0,,nonane___,101.0,343.15,nonane__sulfolane,je700139p,Liquid,2,nonane,sulfolane,C9H20,C4H8O2S,29,9,29,0,15,7,15,0,CCCCCCCCC,O=[S]1(=O)CCCC1,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759128,,,353.15,10.5945,,,,,0.0,,nonane___,101.0,353.15,nonane__sulfolane,je700139p,Liquid,2,nonane,sulfolane,C9H20,C4H8O2S,29,9,29,0,15,7,15,0,CCCCCCCCC,O=[S]1(=O)CCCC1,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759129,,,363.15,10.8945,,,,,0.0,,nonane___,101.0,363.15,nonane__sulfolane,je700139p,Liquid,2,nonane,sulfolane,C9H20,C4H8O2S,29,9,29,0,15,7,15,0,CCCCCCCCC,O=[S]1(=O)CCCC1,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759130,,,373.15,11.1945,,,,,0.0,,nonane___,101.0,373.15,nonane__sulfolane,je700139p,Liquid,2,nonane,sulfolane,C9H20,C4H8O2S,29,9,29,0,15,7,15,0,CCCCCCCCC,O=[S]1(=O)CCCC1,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759131,,,147.362,4.42086,,,,,0.0,,decane___,101.0,333.15,decane__sulfolane,je700139p,Liquid,2,decane,sulfolane,C10H22,C4H8O2S,32,10,32,0,15,7,15,0,CCCCCCCCCC,O=[S]1(=O)CCCC1,63335-87-5,InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759132,,,125.839,3.77517,,,,,0.0,,decane___,101.0,343.15,decane__sulfolane,je700139p,Liquid,2,decane,sulfolane,C10H22,C4H8O2S,32,10,32,0,15,7,15,0,CCCCCCCCCC,O=[S]1(=O)CCCC1,63335-87-5,InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759133,,,106.628,3.19884,,,,,0.0,,decane___,101.0,353.15,decane__sulfolane,je700139p,Liquid,2,decane,sulfolane,C10H22,C4H8O2S,32,10,32,0,15,7,15,0,CCCCCCCCCC,O=[S]1(=O)CCCC1,63335-87-5,InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759134,,,92.151,2.76453,,,,,0.0,,decane___,101.0,363.15,decane__sulfolane,je700139p,Liquid,2,decane,sulfolane,C10H22,C4H8O2S,32,10,32,0,15,7,15,0,CCCCCCCCCC,O=[S]1(=O)CCCC1,63335-87-5,InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1759135,,,79.825,2.39475,,,,,0.0,,decane___,101.0,373.15,decane__sulfolane,je700139p,Liquid,2,decane,sulfolane,C10H22,C4H8O2S,32,10,32,0,15,7,15,0,CCCCCCCCCC,O=[S]1(=O)CCCC1,63335-87-5,InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N,126-33-0,InChIKey=HXJUTPCZVOIRIF-UHFFFAOYSA-N
1802803,0.996,,,,,0.25,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802804,0.996,,,,,0.25,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802805,0.991,,,,,0.499,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802806,0.99,,,,,0.5,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802807,0.987,,,,,0.75,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802808,0.986,,,,,0.751,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802809,0.983,,,,,1.0,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802810,0.983,,,,,1.001,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802811,0.98,,,,,1.245,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
1802812,0.979,,,,,1.25,glycine___water,,,,,101.0,298.15,glycine__water,je700466s,Liquid,2,glycine,water,C2H5NO2,H2O,10,5,10,0,3,1,3,0,NCC(O)=O,O,32817-15-5,InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N,14314-42-2,InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
